"Search Criteria: "

"Initial View: County"
"Well Type: Both"
"County Name: LOVING"
"Date Range: Jan 2020 - Mar 2026"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"5ANDBAR 54-2-13 UNIT",63977,08," ",300734,836410,0,0
"652 SWD",48839,08," ",0,0,0,0
"8210 JV-P VERMEJO",113792,08," 1",0,0,20687,8
"9805 JV-P WARWINK",48806,08," ",0,0,0,0
"ABERNATHY 2",28049,08," ",646,1575,0,0
"ABERNATHY 20",45972,08," ",0,0,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,1241997,92206
"ABERNATHY 57-T1-14",45618,08," ",93437,620050,0,0
"ABERNATHY, J. LOGAN UNIT",099089,08," 2D",0,0,0,0
"ABERNATHY, J.LOGAN B",38221,08," ",2760,495,0,0
"ABRACADABRA SWD",64362,08," ",0,0,0,0
AC/DC,64507,08," ",0,0,0,0
"AD HAWK STATE 65-64",64320,08," ",290775,384575,0,0
"AD HAWK STATE A 65-64",64254,08," ",0,0,0,0
"AERMOTOR SWD",52190,08," ",0,0,0,0
"AEROSMITH SWD",61483,08," ",0,0,0,0
"AFTERBUZZ EAST A UNIT",56946,08," ",340750,658326,0,0
"AFTERBUZZ EAST B UNIT",55603,08," ",401594,815094,0,0
"AFTERMATH EAST A UNIT",58630,08," ",470332,897164,0,0
"AFTERMATH EAST B UNIT",58631,08," ",490130,1010437,0,0
"AFTERMATH WEST A UNIT",55637,08," ",511751,805205,0,0
"AFTERMATH WEST A UNIT BS",60565,08," ",229457,489125,0,0
"AFTERMATH WEST B UNIT",56659,08," ",512029,830092,0,0
"AFTERSHOCK WEST A UNIT",292465,08," 201H",0,0,914414,395684
"AFTERSHOCK WEST A UNIT",55439,08," ",0,0,0,0
"AFTERSHOCK WEST B UNIT",59951,08," ",357573,815341,0,0
"AGGIE UNIT 75-67-66",50860,08," ",172711,1352971,0,0
AHEARN,29284,08," ",0,0,0,0
"AIR JORDAN SWD",54636,08," ",0,0,0,0
"ALLEN 55-2-44 LOV UNIT",286761,08," 2H",0,0,1059197,183425
"ALLEN 55-2-44 LOV UNIT",289071,08," 3H",0,0,580199,156523
"ALLEN 55-2-44 LOV UNIT",290017,08," 1H",0,0,191581,63087
"ALLEN 55-2-44 LOV UNIT",46733,08," ",0,0,0,0
"ALLEN 55-2-44 LOV UNIT E",287560,08," 1H",0,0,346136,57797
"ALLEN 55-2-44 LOV UNIT E",289072,08," 2H",0,0,710459,177018
"ALLEN 55-2-44 LOV UNIT E",289074,08," 3H",0,0,587980,137967
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",0,0,0,0
"ALLEN, J. G.",36983,08," ",47,0,0,0
"ALLMAN SWD",63841,08," ",0,0,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,491922,98403
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,414288,109080
"AMETHYST STATE 29-0-20-17 A",59028,08," ",902867,1070774,0,0
"AMETHYST STATE 29-0-20-17 B",59026,08," ",531439,852167,0,0
"AMETHYST STATE 29-0-20-17 C",59016,08," ",607374,1382345,0,0
"AMETHYST STATE 29-0-20-17 E",59198,08," ",248818,630222,0,0
"AMETHYST STATE 29-0-20-17 F",59027,08," ",139306,424382,0,0
"AMETHYST STATE 29-0-20-17 G",59017,08," ",193067,536902,0,0
"AMETHYST STATE 29-0-20-17 H",59193,08," ",776404,1325115,0,0
"AMETHYST STATE 29-0-20-17 I",59177,08," ",520621,974913,0,0
"AMETHYST STATE 29-0-20-17 J",59019,08," ",290296,624273,0,0
"ANACONDA 53-24",43702,08," ",94397,82458,0,0
"ANDERSON '11'",225124,08," 2",0,0,0,0
"ANDERSON 10",240420,08," 1",0,0,9446,5
"ANDERSON 11",244116,08," 3",0,0,2141032,1442
"ANDERSON 15",220550,08," 1",0,0,529867,267
"ANDERSON 16",228693,08," 1",0,0,13579,221
"ANDERSON 2",265228,08," 2H",0,0,68699,68898
"ANDERSON 32",209660,08," 1",0,0,348564,34
"ANDERSON 45",234801,08," 1",0,0,1158,1
"ANGELINA 55-2-29 LOV",49839,08," ",0,0,0,0
"APC 28-10",220547,08," 1",0,0,142,0
"APC 28-10",252984,08," 2",0,0,578538,3333
"APC 28-17",52488,08," ",0,0,0,0
"APC 28-20",52527,08," ",0,0,0,0
"APC 28-3",255306,08," 1",0,0,0,0
"APC 28-5",255799,08," 2",0,0,636585,1606
"APC 28-5",48793,08," ",194012,215466,0,0
"APC 29-1",234033,08," 1",0,0,1281010,151
"APC 29-1",240054,08," 2",0,0,630,0
"APC 29-29",51465,08," ",0,0,0,0
"APC 54-1-18",50414,08," ",0,0,0,0
"APC 54-2-15",52568,08," ",0,0,0,0
"APC 55-1-17",53505,08," ",0,0,0,0
"APC 55-1-24",50789,08," ",0,0,0,0
"APC 55-1-37",55618,08," ",0,0,0,0
"APC 55-1-41",56968,08," ",0,0,0,0
"APC 75-29",272618,08," 1",0,0,3040,0
"APC 75-30",251502,08," 1",0,0,5180,0
"APC 75-31",236089,08," 1",0,0,307280,243
"APC 75-32",252473,08," 1",0,0,9577,35
"APC 76-10",48428,08," ",0,0,0,0
"APC 76-10",55615,08," ",0,0,0,0
"APC 76-17",53374,08," ",0,0,0,0
"APC C26-1",245063,08," 1",0,0,0,0
"APC C27-7",52689,08," ",0,0,0,0
"APC FEE 1-40",40729,08," ",155392,310343,0,0
"APC FEE 1-40",48327,08," ",118337,171813,0,0
"APC FEE 1-50 UNIT",285124,08," 5H",0,0,619120,142111
"APC FEE 1-50 UNIT",41231,08," ",256543,397736,0,0
"APC FEE 1-50 UNIT",48328,08," ",41709,65305,0,0
"APC FEE 6",43431,08," ",51976,92199,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APC FEE 62",244822,08," 1",0,0,0,0
"APC SWD",219735,08," 1",0,0,0,0
"APHRODITE SWD",60930,08," ",0,0,0,0
APOLLO,290566,08," 16H",0,0,1091133,194909
APOLLO,290569,08," 15H",0,0,1154253,208138
APOLLO,290570,08," 17H",0,0,1158012,139868
APOLLO,290598,08," 14H",0,0,1286228,248858
APOLLO,290604,08," 13H",0,0,1225197,208681
APOLLO,290717,08," 12H",0,0,1208031,204254
APOLLO,54516,08," ",0,0,0,0
"APOLLO 7",289258,08," 8H",0,0,666466,105945
"APOLLO 7",289259,08," 5H",0,0,854116,151105
"APOLLO 7",289260,08," 4H",0,0,242914,38176
"APOLLO 7",289263,08," 9H",0,0,695661,138779
"APOLLO 7",289264,08," 10H",0,0,843146,140426
"APOLLO 7",289265,08," 6H",0,0,736359,106077
"APOLLO 7",289266,08," 7H",0,0,715255,124894
"APOLLO 7",289267,08," 11H",0,0,832026,116730
"APOLLO 7",47326,08," ",223645,825198,0,0
"APOLLO SWD",58131,08," ",0,0,0,0
"AQUAMAN SWD",51359,08," ",0,0,0,0
"ARCHES 55-1-17 UNIT",284201,08," 1H",0,0,1854438,417140
"ARCHES 55-1-17 UNIT",297818,08," 12H",0,0,1399382,380814
"ARCHES 55-1-17 UNIT",297819,08," 13H",0,0,1374222,394111
"ARCHES 55-1-17 UNIT",297896,08," 21H",0,0,1938931,246765
ARCTIC,38481,08," ",90651,102919,0,0
"ARES SWD",54759,08," ",0,0,0,0
"ARICA 42",35944,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",80509,2032855,0,0
"ARNO 78-TTT-B33 WF",49139,08," ",56021,850942,0,0
"ARNO GAS UNIT",087380,08," 1",0,0,0,0
"ARNO GAS UNIT",101567,08," 2",0,0,3664,883
"ARNO GAS UNIT",230785,08," 1",0,0,0,0
"ARRINGTON, BERTHA A",26383,08," ",0,0,0,0
"ARROWHEAD A",51797,08," ",403553,782170,0,0
"ARROWHEAD C 28-12-33",54087,08," ",355862,587921,0,0
"ARROWHEAD D 28-12-33",53748,08," ",300268,390731,0,0
"ARROWHEAD E 28-12-33",54108,08," ",400557,616707,0,0
"ARROWHEAD F 28-12-33",53700,08," ",418309,614510,0,0
"ARROWHEAD J 28-12-33",54109,08," ",375336,422743,0,0
"ARROWHEAD K 28-12-33",54142,08," ",380103,366391,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,1821499,397151
"ASH 55-1-32 UNIT",286442,08," 2H",0,0,1645516,356071
"ASH 55-1-32 UNIT",300775,08," 21HC",0,0,861650,272290
"ASH 55-1-32 UNIT",300792,08," 13HB",0,0,866081,264149
"ASHLOCK 1-34",284402,08," 5H",0,0,295219,80701
"ASHLOCK 1-34",41954,08," ",335864,1304208,0,0
"ASHLOCK 1-34",48466,08," ",0,0,0,0
"ASPEN 55-1-30 UNIT",284432,08," 1HR",0,0,2447468,493919
"ASPEN 55-1-30 UNIT",285400,08," 2H",0,0,1482994,364601
"ASPEN 55-1-30 UNIT",286806,08," 3H",0,0,1070216,250964
"ASPEN 55-1-30 UNIT",289779,08," 4H",0,0,1445334,284112
"ATLANTA 73",295413,08," 73H",0,0,2189641,185487
"ATLANTA 73",295529,08," 72H",0,0,2647953,149826
"ATLANTIS 7 UNIT",289005,08," 6H",0,0,1469095,377479
"ATLANTIS 7 UNIT",289008,08," 7H",0,0,1136362,246122
"ATLANTIS 7 UNIT",289009,08," 8H",0,0,936623,225193
"ATLANTIS 7 UNIT",289010,08," 9H",0,0,1306106,249987
"ATLANTIS UNIT",289950,08," 12H",0,0,1050844,216518
"ATLANTIS UNIT",289951,08," 13H",0,0,1396770,184225
"ATLANTIS UNIT",290008,08," 11H",0,0,1188597,213710
"ATLANTIS UNIT",290012,08," 10H",0,0,1153959,224202
ATLAS,285237,08," 1H",0,0,19354,1594
ATLAS,285238,08," 2H",0,0,27102,1530
ATLAS,290879,08," 554H",0,0,0,0
ATLAS,56021,08," ",276343,992602,0,0
"ATLAS 7 UNIT",291108,08," 7H",0,0,1021788,299522
"ATLAS 7 UNIT",291111,08," 8H",0,0,1011545,308088
"ATLAS 7 UNIT",291316,08," 10H",0,0,1129438,452739
"ATLAS 7 UNIT",291318,08," 9H",0,0,828182,288825
"ATLAS 7 UNIT",53158,08," ",1516571,4557576,0,0
"ATLAS A",290881,08," 551H",0,0,0,0
"ATLAS A",56018,08," ",462954,1137952,0,0
"ATLAS B",290883,08," 552H",0,0,0,0
"ATLAS B",292725,08," 552H",0,0,984439,343062
"ATLAS B",56019,08," ",0,0,0,0
"ATLAS C",290955,08," 553H",0,0,0,0
"ATLAS C",292728,08," 553H",0,0,1304056,347195
"ATLAS C",56020,08," ",0,0,0,0
"ATLAS SWD",47738,08," ",0,0,0,0
"ATOMIC 55-1-18-6 A",300130,08," 12HR",0,0,1808411,306979
"ATOMIC 55-1-18-6 B",300256,08," 13H",0,0,1742640,270972
"ATOMIC 55-1-18-6 C",300267,08," 14H",0,0,1808412,266992
"ATOMIC 55-1-18-6 D",300241,08," 15H",0,0,1777414,301629
"ATOMIC 55-1-7 UNIT",284504,08," 1H",0,0,1315899,214880
"AURORA LARSON 04-TTT-B-02 WF",57298,08," ",117277,1135486,0,0
"AURORA LARSON 04-TTT-B02 WF",53540,08," ",317549,1317966,0,0
"AURORA LARSON 04-TTT-B02 WF",53542,08," ",210043,1014006,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",395106,730600,0,0
"AVANT 29-40",45969,08," ",14319,19704,0,0
"AVANT, FORREST ET AL ""40""",174626,08," 1",0,0,1089,0
"B AND B",289683,08," 2H",0,0,2743397,301546
"B AND B",289684,08," 1H",0,0,1787649,235087
"B AND B",294614,08," 6H",0,0,841573,80548
"B AND B STATE",292085,08," 4H",0,0,1318778,186494
"B AND B STATE A",291703,08," 5H",0,0,2696061,269307
"B AND B STATE B",294628,08," 7H",0,0,3767384,95512
"B AND B SWD",54964,08," ",0,0,0,0
"BAD MEDICINE SWD",64508,08," ",0,0,0,0
"BADLANDS 54-2-19",284474,08," 1H",0,0,591125,154189
"BAGWELL C27-1",42447,08," ",86024,188347,0,0
"BAGWELL, MARY ET AL",25887,08," ",5102,0,0,0
"BAILEY A",34932,08," ",2456,0,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",609800,4571322,0,0
"BARNETT 90-TTT-B01 WF",49872,08," ",0,0,0,0
"BARNETT 90-TTT-B01 WF SA",49480,08," ",57808,308179,0,0
"BARNETT TRUST 90-TTT-01 WFA NWNW",61217,08," ",222063,1458830,0,0
"BARNETT TRUST 90-TTT-01 WFA NWSE",61371,08," ",306294,3348293,0,0
"BARNETT TRUST 90-TTT-01 WFA SENW",61213,08," ",291732,2709074,0,0
"BARNETT TRUST 90-TTT-01 WFB NWNW",61214,08," ",269707,2584624,0,0
"BARNETT TRUST 90-TTT-01 WFB NWSE",61819,08," ",141891,3129313,0,0
"BARNETT TRUST 90-TTT-01 WFB SENW",61881,08," ",200234,3549102,0,0
"BARNETT TRUST 90-TTT-B01 WF B",58099,08," ",346386,1623621,0,0
"BARNETT TRUST 90-TTT-B01 WF C",59454,08," ",349887,1625897,0,0
"BARNETT TRUST 90-TTT-B01 WF D",57777,08," ",0,0,0,0
"BARNETT TRUST 90-TTT-B01 WF D",59973,08," ",374720,1399910,0,0
"BASS -46A-",25166,08," ",7981,0,0,0
"BASS -46A-",25493,08," ",0,0,0,0
"BASS -46B-",28479,08," ",16,0,0,0
"BASS STATE -2-",25785,08," ",0,0,0,0
"BASS STATE -2-, TR. 2",26385,08," ",0,0,0,0
"BASS TXL -39-",39155,08," ",0,0,0,0
"BASS TXL -45-",39153,08," ",0,0,0,0
"BASS TXL 27",39156,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",287376,08," 1H",0,0,115151,54978
"BATES 1-63 LOV UNIT",44469,08," ",77227,129997,0,0
"BATES 1-77 LOV UNIT",44788,08," ",72872,165870,0,0
"BEACON SF-15470 LOV UNIT",53519,08," ",1584475,2788450,0,0
"BEARCAT 28-29",48622,08," ",214280,278135,0,0
"BEARTOOTH 54-1-34",279236,08," 1H",0,0,380022,157708
"BEARTOOTH 54-1-34 UNIT",292989,08," 71H",0,0,1119602,361269
"BEARTOOTH 54-1-34 UNIT",292998,08," 13H",0,0,1138757,461793
"BEARTOOTH 54-1-34 UNIT",55613,08," ",236872,547349,0,0
"BEARTOOTH 54-1-34 UNIT",57255,08," ",1746970,4223011,0,0
"BEE GEES SWD",63614,08," ",0,0,0,0
"BEEHIVE 17",52773,08," ",0,0,0,0
BELL-LEPP,07985,08," ",0,0,0,0
"BENNY 54-1-47-2 D",59898,08," ",289686,693443,0,0
"BENNY 54-1-47-2 E",59899,08," ",488910,1042891,0,0
"BENNY 54-1-47-2 F",59944,08," ",293546,525100,0,0
"BENNY 54-1-47-2 G",59900,08," ",496670,840563,0,0
"BENNY 54-1-47-2 H",59901,08," ",252256,698574,0,0
"BENNY 54-1-47-2 I",59923,08," ",444986,980939,0,0
"BENNY 54-1-47-2 J",59924,08," ",361577,959124,0,0
BERING,45160,08," ",36236,35902,0,0
"BERNARD STATE C-27 2-5 LOV UNIT",287539,08," 1H",0,0,538872,208990
"BERNARD STATE C-27 2-5 LOV UNIT",287540,08," 3H",0,0,829343,299428
"BERNARD STATE C-27 2-5 LOV UNIT",48786,08," ",1455507,3562384,0,0
"BEVO 15-56-1",283617,08," 1H",0,0,830624,156716
"BEVO 15-56-1",296551,08," 333H",0,0,967237,172853
"BEVO 15-56-1",296600,08," 321H",0,0,897936,234761
"BEVO 15-56-1",296601,08," 412H",0,0,1007591,183819
"BEVO SWD",48095,08," ",0,0,0,0
"BIG BUCKS 29-10",47596,08," ",190518,394401,0,0
"BIG COUNTRY SWD",54634,08," ",0,0,0,0
"BIG CYPRESS 56-2-13",282674,08," 1H",0,0,1082699,306527
"BIG EASY 54-2-6 UNIT",298321,08," 21H",0,0,762786,189491
"BIG EASY 54-2-6 UNIT",48143,08," ",827004,2244407,0,0
"BIG HORN 56-1-17",283583,08," 1H",0,0,0,0
"BIG HORN 56-1-19",283459,08," 1H",0,0,1011253,117360
"BIG HORN 56-1-19",285074,08," 2H",0,0,712783,110653
"BIG HORN 56-1-19",285171,08," 3H",0,0,988365,176827
"BIG HORN 56-1-29",283926,08," 1H",0,0,693649,162758
"BIG HORN 56-1-31",283894,08," 1H",0,0,0,0
"BIG HORN 56-1-45",283925,08," 1H",0,0,0,0
"BIG HORN 57-1-11",283674,08," 1H",0,0,373506,73929
"BIG JAY 27",288594,08," 337H",0,0,476492,106582
"BILLY BURT 90-TTT-B33 WF",47373,08," ",392703,1924589,0,0
"BILLY BURT 90-TTT-B33 WF",48422,08," ",136938,744418,0,0
"BILLY DIXON UNIT",52623,08," ",900869,1236067,0,0
"BING 54-2-36 LOV E UNIT",55377,08," ",719897,2478994,0,0
"BING 54-2-36 LOV W UNIT",51103,08," ",1382451,3583115,0,0
"BIRDIE BELL 54-2-18 LOV",283914,08," 3H",0,0,719594,195707
"BIRDIE-BELL 54-2-18 LOV",287754,08," 2H",0,0,89134,68720
"BISMARCK 75-12 LOV",51201,08," ",205190,380603,0,0
"BITTERROOT 54-1-18",280577,08," 2H",0,0,733505,109104
"BITTERROOT 54-1-18",47245,08," ",78762,426559,0,0
"BLACK MAMBA 1-57",43147,08," ",334073,833032,0,0
"BLACK STALLION 28-10",51642,08," ",427220,558821,0,0
"BLACKTIP 1-0-42-43 A",58761,08," ",504975,1016268,0,0
"BLACKTIP 1-0-42-43 B",58762,08," ",742486,1106577,0,0
"BLACKTIP 1-42",285945,08," 1H",0,0,120532,13395
"BLACKTIP 1-42 UNIT",46876,08," ",602531,2076917,0,0
"BLACKTIP 1-43",40406,08," ",440273,1037598,0,0
"BLACKTIP 1-43",48398,08," ",49839,97027,0,0
"BLACKTIP 1-44",40625,08," ",89024,262592,0,0
"BLACKTIP 1-44",48389,08," ",52848,76556,0,0
"BLACKTIP 1-48",48159,08," ",0,7,0,0
"BLACKTIP JOHNSON GAS UNIT 1-44",235273,08," 1",0,0,10094,0
"BLACKTIP STATE",209051,08," 1",0,0,0,1
"BLACKTIP STATE ""A"" UNIT",239481,08," 1",0,0,0,0
"BLACKTIP STATE 42",215313,08," 1",0,0,0,0
"BLACKTIP STATE 42",44861,08," ",859743,2297167,0,0
"BLACKTIP STATE 43",46804,08," ",551551,839269,0,0
"BLACKTIP STATE A UNIT",265248,08," 2H",0,0,94732,48376
"BLACKTIP UNIVERSITY 19-26",42108,08," ",153861,86992,0,0
"BLUE 34",49378,08," ",674180,912340,0,0
"BLUE JAY UNIT",289819,08," P101H",0,0,257528,51443
"BLUE JAY UNIT",289860,08," P102H",0,0,443342,95043
"BLUE JAY UNIT",47826,08," ",174845,691144,0,0
"BOBCAT 55-1-16-21 E",297079,08," 12H",0,0,1727060,393422
"BOBCAT 55-1-16-21 F",297136,08," 13H",0,0,2152290,443606
"BOBCAT 55-1-16-21 G",297137,08," 14H",0,0,2145098,505000
"BOBCAT 55-1-16-21 H",297112,08," 15H",0,0,1808113,467479
"BOBCAT 55-1-16-21 I",297135,08," 21H",0,0,2703835,246022
"BOBCAT 55-1-16-21 J",297138,08," 22H",0,0,2224338,258612
"BOBCAT 55-1-28 UNIT",284363,08," 1H",0,0,1276663,283533
"BOHLANDER 33-95",279553,08," 1H",0,0,472102,143983
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,821674,93562
"BOLD JOHNSON 56-T1-26",278368,08," 2H",0,0,417349,57863
"BOLD JOHNSON 56-T1-26X35 C",293683,08," W103H",0,0,1629350,299560
"BOLD JOHNSON 56-T1-26X35 G",293972,08," W107H",0,0,1801341,392843
"BOLD JOHNSON 56-T1-26X35 N",294009,08," W114H",0,0,2309602,428401
"BOLD JOHNSON 56-T1-26X35 O",294699,08," W115H",0,0,2235919,385503
"BOLD JOHNSON 56-T1-26X35 XB",294235,08," X202H",0,0,1666178,239846
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,1122582,98802
"BOLD JOHNSON 56-T1-30",278426,08," 2H",0,0,486115,107116
"BOLD JOHNSON 56-T1-34",271718,08," 1H",0,0,1239372,88860
"BOLD JOHNSON 56-T1-34",281995,08," 2H",0,0,507916,118748
"BOLD JOHNSON 56-T1-35X26 SA",286615,08," W101H",0,0,2012173,434807
"BOLD JOHNSON 56-T1-36",271703,08," 1H",0,0,797578,86972
"BOLD JOHNSON 56-T1-36",275462,08," 2H",0,0,597692,114276
"BOLD JOHNSON 56-T1-42",271675,08," 1H",0,0,360411,120404
"BOLD JOHNSON 56-T1-42",278250,08," 2H",0,0,410562,135075
"BONAFIDE 29-34",47390,08," ",192202,362754,0,0
BOND,18768,08," ",251,0,0,0
"BONEFISH 76-45 LOV UNIT",55824,08," ",4775530,8640835,0,0
"BONGO 76-43 LOV UNIT",49454,08," ",4347021,7634857,0,0
"BONGO 76-43 LOV UNIT",49647,08," ",209722,456961,0,0
"BONNETHEAD 53-2-1 LOV UNIT A",47556,08," ",885880,1812836,0,0
"BONNETHEAD 53-2-13 LOV UNIT",46807,08," ",285857,545010,0,0
"BONNETHEAD 53-2-13 LOV W UNIT",49471,08," ",800647,1678460,0,0
"BONNETHEAD 53-2-15",267224,08," 2H",0,0,0,0
"BONNETHEAD 53-2-15 LOV",51093,08," ",24543,49002,0,0
"BONNETHEAD 53-2-23 LOV",46435,08," ",0,0,0,0
"BONNETHEAD 53-2-3 LOV",48903,08," ",29104,58441,0,0
"BONSAI 56-2-13-25 E",296988,08," 78H",0,0,1317124,252672
"BOOMER 33-56-1",288446,08," 413H",0,0,1088406,241814
"BOOMER 33-56-1",289649,08," 404H",0,0,969613,206358
"BOOMERANG A",291093,08," 460H",0,0,1232015,229798
"BOOMERANG A",53730,08," ",0,0,0,0
"BOOMERANG B",53685,08," ",423521,1326366,0,0
"BOOMERANG C",53684,08," ",410420,1169708,0,0
"BOOMERANG D",57354,08," ",431050,863671,0,0
"BOOMERANG E",57214,08," ",387229,1079997,0,0
"BOOMERANG F",57240,08," ",583068,1591791,0,0
"BOOMERANG G",57215,08," ",523909,1448179,0,0
"BOOMSLANG 54-1-38-35 L",63063,08," ",303826,779679,0,0
"BOOMSLANG 54-1-38-35 M",62625,08," ",266000,601998,0,0
"BOOMSLANG 54-1-38-35 N",62659,08," ",341187,1058025,0,0
"BOOMSLANG 54-1-38-35 O",62647,08," ",369014,960646,0,0
"BOOMSLANG 54-1-38-35 P",62705,08," ",389504,1171054,0,0
"BOOMSLANG 54-1-38-35 Q",62648,08," ",297382,815696,0,0
"BOOMSLANG 54-1-38-35 R",62649,08," ",345609,1120648,0,0
"BOOMSLANG 54-1-38-35 UNIT",59031,08," ",4124347,9196127,0,0
"BORDER STATE -5-",27992,08," ",0,0,0,0
"BORN TO RUN SWD",63898,08," ",0,0,0,0
"BOWDLE ""42""",35957,08," ",4845,0,0,0
"BOWDLE 48",220273,08," 1R",0,0,331375,19
"BOWDLE 48",251501,08," 2",0,0,0,0
"BOWDLE ESTATE ""47""",119929,08," 1",0,0,0,0
"BOWDLE ESTATE ""47""",253836,08," 2",0,0,66166,0
"BOWDLE ESTATE ""47""",36762,08," ",0,0,0,0
"BOWDLE ESTATE 47",257542,08," 4",0,0,300102,1
"BOWDLE, MARGARET  '42'",45084,08," ",0,0,0,0
"BOWDLE, MARGARET ""42""",169974,08," 1",0,0,0,0
"BOWDLE, MARGARET ""42""",228886,08," 3",0,0,4539,0
"BOWEN DAVIS UNIT",63759,08," ",324259,531057,0,0
"BOWEN DAVIS UNIT 1",300571,08," 753H",0,0,380146,133302
"BOXWOOD 55-1-12 UNIT",288166,08," 1H",0,0,1216480,289494
"BOXWOOD 55-1-12 UNIT",288341,08," 2H",0,0,1536653,403787
"BOXWOOD 55-1-12 UNIT",288581,08," 3H",0,0,901965,214798
"BOXWOOD 55-1-12 UNIT",288600,08," 4H",0,0,1371113,301642
"BOXWOOD 55-1-12 UNIT",49052,08," ",0,0,0,0
"BOXWOOD 55-1-12 UNIT",53576,08," ",0,0,0,0
BOYD,48680,08," ",0,0,0,0
"BOYD 11",49030,08," ",129805,335151,0,0
"BOYD 15",271403,08," 1",0,0,0,0
"BOYD 21",283822,08," 3H",0,0,356945,141936
"BOYD 21",285011,08," 5H",0,0,427426,166747
"BOYD 21",293400,08," 431H",0,0,155336,134010
"BOYD 21",48369,08," ",1412085,2218615,0,0
"BOYD 21",51307,08," ",90202,132301,0,0
"BOYD 2501 SWD",50081,08," ",0,0,0,0
"BOYD 2503 SWD",52491,08," ",0,0,0,0
"BOYD 2510 SWD",51518,08," ",0,0,0,0
"BOYD 2604 SWD",50976,08," ",0,0,0,0
"BOYD 2619 SWD",55330,08," ",0,0,0,0
"BOYD 28-11",50185,08," ",118646,154026,0,0
"BOYD 28-2",39382,08," ",0,0,0,0
"BOYD 29-8",230884,08," 1",0,0,0,0
"BOYD 29-9",226037,08," 1",0,0,0,0
"BOYD 75-12",250756,08," 1",0,0,286418,81
"BOYD 75-5",39321,08," ",0,2,0,0
"BOYD 75-8",256245,08," 1",0,0,212492,54
"BOYD 7527 SWD",50080,08," ",0,0,0,0
"BOYD, D. K. GAS UNIT 75-11",229056,08," 1",0,0,341051,865
"BOYD, D.K. 75-13 GAS UNIT",256384,08," 1",0,0,120,0
"BOZ 55-2-6 UNIT",298805,08," 12H",0,0,1541775,476285
"BOZ 55-2-6 UNIT",298832,08," 13H",0,0,1266657,406270
"BOZ 55-2-6 UNIT",49181,08," ",388029,1260397,0,0
"BRAZOS 53-2-18 LOV",48446,08," ",0,0,0,0
"BRELSFORD, M.",38264,08," ",5475,36168,0,0
"BRENNAN DALE",296575,08," 612H",0,0,2455514,460150
"BRENNAN DALE",296656,08," 523H",0,0,1642095,376678
"BRENNAN DALE",296684,08," 611H",0,0,1304023,213093
"BRENNAN DALE",296717,08," 214H",0,0,812696,291052
"BRENNAN DALE",296718,08," 522H",0,0,1305102,331096
"BRENNAN DALE",296734,08," 451H",0,0,908587,281460
"BRENNAN DALE",296829,08," 613H",0,0,1919179,325019
"BRENNAN DALE",296832,08," 524H",0,0,2878764,585965
"BRENNAN DALE",296852,08," 114H",0,0,11708,1262
"BRENNAN DALE",297177,08," 434H",0,0,1359108,484142
"BRENNAN DALE",297179,08," 402H",0,0,1349962,426946
"BRENNAN DALE",297190,08," 421H",0,0,790987,245421
"BRENNAN DALE",297309,08," 404H",0,0,1332242,515797
"BRENNAN DALE",297401,08," 304H",0,0,1468646,503271
"BRENNAN DALE",297404,08," 453H",0,0,615859,240230
"BRENNAN DALE",297623,08," 452H",0,0,910127,302461
"BRENNAN DALE",298068,08," 413H",0,0,983899,350130
"BRENNAN DALE",299610,08," 212H",0,0,756089,237638
"BRENNAN DALE",299686,08," 213H",0,0,617811,191876
"BRENNAN DALE",299687,08," 302H",0,0,665015,215303
"BRENNAN DALE",299830,08," 303H",0,0,759002,193016
"BRENNAN DALE",299831,08," 301H",0,0,610171,202192
"BRENNAN DALE",60247,08," ",0,0,0,0
"BRIDWELL 54-1-34 LOV",275587,08," 1H",0,0,0,0
"BRIDWELL 54-1-40 LOV",277180,08," 1H",0,0,0,0
BROOK-STATE,059221,08," 1",0,0,0,0
BROOK-STATE,261494,08," 1",0,0,124591,0
"BRUIN 28 E",56936,08," ",0,0,0,0
"BRUMLOW 39",45473,08," ",42859,63106,0,0
"BRUMLOW 46",45984,08," ",62115,50282,0,0
BRUNSON,42226,08," ",0,0,0,0
BRUNSON,44375,08," ",126425,310763,0,0
BRUNSON,48223,08," ",509645,908698,0,0
"BRUNSON '15'",280710,08," 1",0,0,263,0
"BRUNSON '26-17'",46742,08," ",20317,64107,0,0
"BRUNSON 'B'",44436,08," ",1500,5740,0,0
"BRUNSON 'B'",53763,08," ",16896,53468,0,0
"BRUNSON 14",201021,08," 1",0,0,23994,0
