"Search Criteria: "

"Initial View: County"
"Well Type: Both"
"County Name: REEVES"
"Date Range: Jan 2020 - Mar 2026"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
ALLEN,53405,08," ",17248,148504,0,0
"ALLEN 39",48792,08," ",127634,169844,0,0
"ALLISON 36-54 ALLOC A",288448,08," 10 H",0,0,2218630,243393
"ALLMAN 24",283015,08," 6H",0,0,2908,43
"ALLMAN 24",283737,08," 1H",0,0,3922855,137747
"ALLMAN 25 SWD",283140,08," 1",0,0,0,0
"ALPHA STATE",288298,08," 1H",0,0,3054322,658705
"ALPHA STATE",288299,08," 2H",0,0,3651766,588158
"ALPHA STATE",290666,08," 3H",0,0,4010257,202699
"ALPHA STATE",290667,08," 4H",0,0,7083214,619533
"ALPHA STATE",290672,08," 5H",0,0,3284957,216812
"ALPHA STATE",290854,08," 7H",0,0,4003310,336383
"ALPHA STATE BS",60680,08," ",188692,510385,0,0
"ALPINE MARMOT 5-14-17 F",299920,08," 6H",0,0,2281127,339418
"ALPINE MARMOT 5-14-17 G",298585,08," 7H",0,0,1698693,404100
"ALPINE MARMOT 5-14-17 H",299921,08," 8H",0,0,1750798,265687
"ALPINE MARMOT 5-14-17 I",298395,08," 9H",0,0,1336343,338403
"ALPINE MARMOT 5-14-17 J",299930,08," 10H",0,0,2062545,331882
ALTA,285772,08," 201AH",0,0,642046,11839
ALTA,286744,08," 103BH",0,0,595818,3077
ALTA,286860,08," 101AH",0,0,1048597,7079
ALTA,287764,08," 114AH",0,0,3475784,33720
ALTA,287765,08," 110AH",0,0,1567111,19365
ALTA,287847,08," 104AH",0,0,0,0
ALTA,287848,08," 105BH",0,0,0,0
ALTA,287849,08," 106AH",0,0,0,0
ALTA,287850,08," 107AH",0,0,0,0
ALTA,287851,08," 112AH",0,0,0,0
ALTA,287907,08," 102BH",0,0,0,0
ALTA,287908,08," 108AH",0,0,1482849,15544
ALTA,287909,08," 109AH",0,0,1511012,18310
ALTA,287954,08," 113AH",0,0,1186051,14057
"ALTAI 23",56710,08," ",962481,1705292,0,0
"ALTAI 24-23 A",57295,08," ",407080,1248420,0,0
"ALTAI 24-23 B",57342,08," ",669421,1211769,0,0
"ALTURA 10-3 UNIT",56791,08," ",877416,1515415,0,0
"ALTURA 15-22 UNIT",55253,08," ",573395,1721690,0,0
"ALYX STATE 22",43566,08," ",63061,106727,0,0
"AM REEVES",34146,08," ",0,0,0,0
"AMANDA 14",42609,08," ",63943,147255,0,0
"AMARILLO STATE -36-",24913,08," ",0,0,0,0
"AMARILLO STATE 36",072166,08," 1",0,0,0,0
"AMERICAN PHAROAH",287609,08," 1H",0,0,208374,9330
"AMERICAN PHAROAH",290169,08," 2H",0,0,1728062,136734
"AMERICAN PHAROAH",47777,08," ",0,0,0,0
"AMOCO FEE ""B""",39757,08," ",0,0,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,357660,33982
"ANACONDA STATE 55-2",283093,08," 7H",0,0,84973,18107
"ANACONDA STATE 55-2",283095,08," 2H",0,0,388748,107564
"ANACONDA STATE 55-2",283136,08," 3H",0,0,509411,66363
"ANACONDA STATE 55-2",283138,08," 1H",0,0,0,0
"ANACONDA STATE 55-2",45010,08," ",217414,1033092,0,0
"ANDREA SWD",51006,08," ",0,0,0,0
"ANGELINA 302-303W",49778,08," ",277590,1352934,0,0
"ANGELINA UNIT 302-303E",52439,08," ",464391,1695649,0,0
"ANGELO SWD",47153,08," ",0,0,0,0
"ANGELS ENVY 4-3W UNIT",286792,08," 1H",0,0,2436270,92396
"ANGLER UNIT",46854,08," ",301627,594525,0,0
"ANIMAS UNIT",46910,08," ",77137,202363,0,0
"ANNAKATHERINE 23",42894,08," ",496742,1575638,0,0
"ANNIE OAKLEY 23",41929,08," ",1,0,0,0
ANTHONY,32043,08," ",0,0,0,0
"ANTHONY & TUBB",23756,08," ",1377,0,0,0
"ANTHONY & TUBB -A-",16035,08," ",920,0,0,0
"ANTHONY 1SW",32610,08," ",0,0,0,0
"ANTHONY, H. F.",021070,08," 1",0,0,79972,1659
"ANTHONY, H. F.",021102,08," 2D",0,0,0,0
"ANTHONY, H. F.",058479,08," 4",0,0,13,12
"ANTHONY, H. F.",067192,08," 5",0,0,1,12
"ANTHONY, H. F.",086043,08," 8",0,0,0,0
"ANTHONY, H. F.",153184,08," 3",0,0,0,0
"ANTHONY, H. F.",166537,08," 6",0,0,52447,12
"ANTHONY, H. F.",291782,08," 10",0,0,7885,0
"ANTHONY, H. F.",35974,08," ",10,156,0,0
"ANTHONY, H. F.",36167,08," ",0,4518,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,723486,113979
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-21",55656,08," ",0,0,0,0
"APC 2-28",55657,08," ",0,0,0,0
"APC 3-8",53377,08," ",0,0,0,0
"APC 54-5-1",51627,08," ",0,0,0,0
"APC 54-5-5",51004,08," ",0,0,0,0
"APC 55-3-5",58845,08," ",0,0,0,0
"APC 55-4-21",50791,08," ",0,0,0,0
"APC 55-4-9",58188,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-2-21",53504,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 57-1-33",49745,08," ",0,0,0,0
"APC 57-1-33",51626,08," ",0,0,0,0
"APC 57-2-15",59946,08," ",0,0,0,0
"APC 57-2-21",55651,08," ",0,0,0,0
"APC 57-3-14",49969,08," ",0,0,0,0
"APEX 2324A",61696,08," ",189879,916172,0,0
"APEX 2324B",61701,08," ",160768,816100,0,0
"APEX 2324C",61702,08," ",152922,802760,0,0
"APEX 2324D",61703,08," ",129122,658676,0,0
"APEX 2324E",61704,08," ",132870,711318,0,0
"APOLLO 2",42919,08," ",87659,142159,0,0
"APOLLO 2-11-1N",53027,08," ",241212,621592,0,0
"APOLLO 2-11-2N",53028,08," ",216230,594250,0,0
"APOLLO 2-11-3N",53029,08," ",224227,565827,0,0
"APOLLO 2-11-4N",53022,08," ",210099,634836,0,0
"APOLLO 2-11-5N",53137,08," ",238883,746300,0,0
"APOLLO 2-11-6N",52709,08," ",206054,406371,0,0
"APOLLO 2-11-7N",53081,08," ",246030,1050395,0,0
"APOLLO 2-11-8N",53138,08," ",7045,14430,0,0
"APOLLO 2-11-9N",53030,08," ",100822,380048,0,0
APPLETON,177317,08," 901",0,0,0,0
"APPLETON EAST UNIT C20-9",285766,08," 1H",0,0,999330,132630
"APPLETON WEST UNIT C20-9",285870,08," 1H",0,0,856750,102681
"AQUA VERDE",55655,08," ",0,0,0,0
"AQUAMAN SWD",51363,08," ",0,0,0,0
"ARCHER 56-2-5",289587,08," 2H",0,0,1363025,342910
"ARCHER 56-2-5",51882,08," ",82954,317868,0,0
"ARCO STATE",074060,08," 2",0,0,0,0
"ARCO STATE",25126,08," ",0,0,0,0
"ARCO STATE ""44""",076234,08," 1",0,0,0,0
"ARCO STATE 14",33585,08," ",0,0,0,0
"ARCO STATE 14A",34155,08," ",0,0,0,0
"ARCO STATE 24",069586,08," 2",0,0,0,0
"ARCO STATE 24",069779,08," 3",0,0,0,0
"ARCO STATE 24",069912,08," 4",0,0,0,0
"ARCO STATE 24",072422,08," 1X",0,0,0,0
"ARCO STATE 34",074252,08," 1",0,0,0,0
"ARCO STATE 34",075479,08," 4",0,0,0,0
ARCO-STATE,098343,08," 1",0,0,185,736
ARCO-STATE,24482,08," ",416,0,0,0
"ARGENTINE 71",48782,08," ",141512,344499,0,0
"ARGENTINE STATE 7170 14U",291880,08," A 14H",0,0,1611627,310647
"ARGENTINE STATE 7170 15U",291923,08," B 15H",0,0,1286339,298092
"ARGENTINE STATE 7170 18U",292141,08," A 18H",0,0,2011836,384123
"ARGENTINE STATE 7170 4U",286527,08," B  4H",0,0,1778695,348650
"ARGENTINE STATE 7170 5U",286449,08," S  5H",0,0,933630,237130
"ARGENTINE STATE 7170 8U",54119,08," ",369589,1428441,0,0
"ARGENTINE STATE 7170 9U",54118,08," ",330408,1294079,0,0
"ARMADRILLA STATE UNIT 20-21E",51245,08," ",110003,1529434,0,0
"ARMOUR 27",43388,08," ",39110,89624,0,0
ARMSTRONG,226843,08," 1",0,0,0,0
"ARMSTRONG 14",289550,08," 3",0,0,11632,1466
"ARMSTRONG 14",289984,08," 1",0,0,0,0
"ARMSTRONG 14",45537,08," ",0,0,0,0
"ARMSTRONG 149",46892,08," ",12640,0,0,0
"ARMSTRONG 16",289347,08," 1",0,0,202169,7418
"ARMSTRONG 16",45227,08," ",0,0,0,0
"ARMSTRONG 6 SWD",42257,08," ",0,0,0,0
"ARMSTRONG STATE",233022,08," 1",0,0,489423,0
"ARMSTRONG STATE 4",46543,08," ",56500,111266,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
ARMSTRONG-TXL,23721,08," ",1827,0,0,0
ARNOLD,27233,08," ",0,0,0,0
"ARPENT 21602 25",284954,08," 2H",0,0,884181,170851
"ARPENT 21602 25",285178,08," 1H",0,0,1349611,284010
"ARPENT 21602 25",287359,08," 3H",0,0,922586,205774
"ARPENT 21602 25",292361,08," 4H",0,0,1063000,283338
"ARPENT 21602 SWD #2",49757,08," ",0,0,0,0
"ARROW 56-2-7",283526,08," 1H",0,0,670065,212885
"ARROW STATE A",296186,08," 431H",0,0,3269301,352896
"ARROW STATE B",295655,08," 452H",0,0,4014728,343489
"ARROW STATE C",295654,08," 432H",0,0,2461573,349392
"ARROW STATE D",296187,08," 453H",0,0,3714424,318677
"ARROW STATE E",299829,08," 601H",0,0,1836775,51029
"ARROW STATE F",299624,08," 602H",0,0,3039593,89045
"ARROW STATE G",299571,08," 603H",0,0,2510967,71463
"ARUBA STATE 15-14 UNIT",294796,08," 131H",0,0,1400095,310600
"ARUBA STATE 15-14 UNIT",296188,08," 132H",0,0,1250688,280950
"ARUBA STATE 15-14 UNIT",296328,08," 223H",0,0,1652727,315851
"ASH UNIT",286822,08," 102BH",0,0,2324090,224
"ASH UNIT",286857,08," 101AH",0,0,3190829,0
"ASH UNIT",287029,08," 401AH",0,0,2566318,17437
"ASHLOCK UNIT",046830,08," 1",0,0,69001,0
"ASPEN STATE",284844,08," 101AH",0,0,3352309,32
"ASPEN STATE",287077,08," 202BH",0,0,2272634,0
"ASPEN STATE",287187,08," 402CH",0,0,1486535,45159
"ASPEN STATE",287322,08," 201BR",0,0,2755329,1008
"ASSAULT 6",287610,08," 1H",0,0,1777526,131454
"ASTRO STATE 12",285902,08," 1H",0,0,30958,6981
"ASTRO STATE 51-7-22-15 A",58802,08," ",264784,523222,0,0
"ASTRO STATE 51-7-22-15 B",59000,08," ",345108,836819,0,0
"ASTRO STATE 51-7-22-15 C",58803,08," ",316927,554227,0,0
"ASTRO STATE 51-7-22-15 D",58806,08," ",380411,805437,0,0
"ASTRO STATE 51-7-22-15 E",58807,08," ",283011,621117,0,0
"ASTRO STATE 51-7-22-15 F",58808,08," ",305710,701698,0,0
"ATHEY-CHARLES B.",44936,08," ",0,0,0,0
"AUSTIN COX 57-T1-42X43",289011,08," W101H",0,0,3302511,758328
"AVA STATE 36",276169,08," 1H",0,0,1291122,154711
"AVA STATE 36",285162,08," 2H",0,0,2009182,248975
"AVA STATE 36",286604,08," 3H",0,0,1877161,196570
"AVA STATE 36",286605,08," 4H",0,0,3108988,207204
"AVA STATE 36",286775,08," 5H",0,0,2310636,222887
"AVIATOR STATE",299995,08," 1H",0,0,421203,179221
"AVIATOR STATE",299996,08," 2H",0,0,299494,137856
"AVIATOR STATE",60300,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",219693,824049,0,0
"AYERS UNIT 24",56912,08," ",171447,918960,0,0
AYLESWORTH,00353,08," ",0,0,0,0
"B BOMB EAST",295375,08," 3H",0,0,1304378,280220
"B BOMB EAST",58141,08," ",0,0,0,0
"B BOMB WEST",295234,08," 4H",0,0,1325911,315135
"B BOMB WEST",58294,08," ",0,0,0,0
"B HILL 18",291961,08," 1H",0,0,1220505,194760
"B HILL 18",52563,08," ",0,0,0,0
"B JOHNSON STATE 33",290492,08," 1H",0,0,2324842,277281
"B JOHNSON STATE 33",52087,08," ",0,0,0,0
"BABOON 5",44287,08," ",116269,121900,0,0
"BABOON 5",54473,08," ",195202,416277,0,0
"BABS 110-111 UNIT E",54323,08," ",237511,999469,0,0
"BAD BRAINS STATE",59686,08," ",355022,471426,0,0
"BAD BRAINS STATE A1",59726,08," ",167394,209977,0,0
"BAD BRAINS STATE A2",59727,08," ",191658,371008,0,0
"BAD BRAINS STATE A3",59688,08," ",136056,248478,0,0
"BAD BRAINS STATE A4",59689,08," ",214693,439326,0,0
"BAD BRAINS STATE UNIT 272-280W",55819,08," ",1207862,2225610,0,0
"BAGPIPE STATE 13-0-269-27 A",61284,08," ",247997,578136,0,0
"BAGPIPE STATE 13-0-269-27 B",61287,08," ",306585,621259,0,0
"BAGPIPE STATE 13-0-269-27 C",61304,08," ",315167,466735,0,0
"BAGPIPE STATE 13-0-269-27 D",61306,08," ",325339,497100,0,0
"BAGPIPE STATE 13-0-269-27 E",61285,08," ",401329,833902,0,0
"BAGPIPE STATE 13-0-269-27 F",61286,08," ",433904,865420,0,0
"BAGPIPE STATE 13-0-269-27 G",61303,08," ",397169,685487,0,0
BAILEY,292660,08," 2H",0,0,418139,107241
BAILEY,292661,08," 3H",0,0,614042,133860
BAILEY,292662,08," 4H",0,0,684734,189356
BAILEY,48206,08," ",2349,206,0,0
BAILEY,51968,08," ",0,0,0,0
"BAILEY, CHARLIE",20386,08," ",2788,0,0,0
"BAJA STATE 58 15-22",288364,08," 51H",0,0,986907,75859
"BAKU 56-2-41",282807,08," 1H",0,0,711307,153591
"BAKU STATE 56-2-41-44 A",301650,08," 11HA",0,0,206208,58323
"BAKU STATE 56-2-41-44 B",301798,08," 12HA",0,0,655794,129505
"BAKU STATE 56-2-41-44 C",301923,08," 13H",0,0,441774,110836
"BAKU STATE 56-2-41-44 D",301713,08," 14H",0,0,260407,75378
"BAKU STATE 56-2-41-44 E",301781,08," 15H",0,0,792989,157997
"BAKU STATE 56-2-41-44 F",301592,08," 16HA",0,0,619224,150400
"BAKU STATE 56-2-41-44 G",301620,08," 21HA",0,0,602437,73080
"BAKU STATE 56-2-41-44 H",301626,08," 17H",0,0,467867,114760
"BAKU STATE 56-2-41-44 I",301696,08," 18H",0,0,730721,117238
"BAKU STATE 56-2-41-44 J",301765,08," 22H",0,0,370600,35412
"BAKU STATE 56-2-41-44 K",301926,08," 19HA",0,0,446583,107593
"BAKU STATE 56-2-41-44 L",301707,08," 23H",0,0,626512,72123
"BALMORHEA RANCH -244-",27211,08," ",0,0,0,0
"BALMORHEA RANCH 41",40661,08," ",16036,24509,0,0
"BALMORHEA RANCH 49",46601,08," ",9432,16415,0,0
"BALMORHEA STATE",46324,08," ",24569,85941,0,0
"BALMORHEA STATE 32-15 'A'",44718,08," ",0,0,0,0
"BALMORHEA STATE 32-15 'A'",53491,08," ",23508,106530,0,0
"BALMORHEA STATE 32-15 B",54503,08," ",836934,2725760,0,0
"BALMORHEA STATE 33-50 UNIT",53040,08," ",1622666,6703911,0,0
"BALMORHEA STATE A",49591,08," ",51572,149526,0,0
"BALMORHEA STATE B",49655,08," ",101747,475843,0,0
"BALMORHEA STATE C",49568,08," ",172989,786674,0,0
"BALMORHEA STATE E",49521,08," ",103479,460818,0,0
"BALMORHEA STATE F",49646,08," ",159874,962367,0,0
"BALMORHEA STATE G",50568,08," ",65362,305946,0,0
"BALMORHEA STATE H",50600,08," ",45303,159976,0,0
"BALMORHEA STATE I",50601,08," ",104815,424348,0,0
"BALMORHEA STATE L",51205,08," ",426100,1117439,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,927524,309509
"BANNER 57-1-21",279225,08," 1H",0,0,2867256,183247
"BANSHEE 56-3-28 UNIT",283780,08," 1H",0,0,1919447,405053
"BAPIST FOUNDATION",56496,08," ",20818,21052,0,0
"BAPTIST 13-176 SWD",52641,08," ",0,0,0,0
"BAPTIST 13-223",48704,08," ",0,0,0,0
"BAPTIST FOUNDATION",27775,08," ",10071,5812,0,0
"BARBADOS 2-3 A",290149,08," 215H",0,0,2263125,474361
"BARBADOS 2-3 B",290137,08," 216H",0,0,2087855,449228
"BARBADOS 2-3 C",290126,08," 134H",0,0,1486593,374171
"BARBEE 72-1",268076,08," 1H",0,0,357779,4065
"BARBER, W. T.",18217,08," ",610,5283,0,0
"BARBER, W. T.",23272,08," ",10763,34764,0,0
"BARBER, W. T.",25968,08," ",0,0,0,0
"BARBER, W. T.",34261,08," ",0,0,0,0
"BARBER, W. T., -A-",16028,08," ",19959,0,0,0
"BARBER, W.T.",46841,08," ",17233,186667,0,0
BARCLAY-DEAN,054509,08," 3",0,0,72159,233
"BARRACUDA 2",52146,08," ",0,0,0,0
"BARRACUDA A",52990,08," ",176241,398788,0,0
"BARRACUDA B",51521,08," ",319737,860819,0,0
"BARRACUDA C",52903,08," ",296240,703775,0,0
"BARRACUDA D",52904,08," ",410158,1184943,0,0
"BARRACUDA E",53844,08," ",316686,445153,0,0
"BARRACUDA F",53830,08," ",0,0,0,0
"BARRACUDA G",53829,08," ",290454,729734,0,0
"BARRACUDA H",58985,08," ",170842,482273,0,0
"BARRACUDA I",58986,08," ",252093,503695,0,0
"BARRACUDA SWD",52259,08," ",0,0,0,0
"BARRACUDA UNIT 2",60249,08," ",1467638,4700456,0,0
"BARRACUDA UNIT 2",60250,08," ",1880512,4091950,0,0
"BARSTOW -9-",30695,08," ",0,0,0,0
"BARSTOW STATE",28273,08," ",4140,0,0,0
"BASILISK 56-3-43 UNIT",283895,08," 1H",0,0,2515217,625147
"BASILISK 56-3-43 UNIT",300336,08," 11HA",0,0,994856,302012
"BASILISK 56-3-43 UNIT",300355,08," 21HA",0,0,939802,167548
"BASILISK 56-3-43 UNIT",300356,08," 12HA",0,0,90111,35024
"BAT MASTERSON A",298244,08," 331H",0,0,0,0
"BAT MASTERSON A",62853,08," ",348825,1335994,0,0
"BAT MASTERSON B",62061,08," ",251421,817465,0,0
"BAT MASTERSON C",62001,08," ",198659,796727,0,0
"BAT MASTERSON D",298229,08," 332H",0,0,0,0
"BAT MASTERSON D",62854,08," ",318480,1409751,0,0
"BAT MASTERSON E",61733,08," ",271856,1052727,0,0
BATTLESHIP,289043,08," 2H",0,0,4860784,1039103
BATTLESHIP,298582,08," 701H",0,0,0,0
BATTLESHIP,298583,08," 702H",0,0,0,0
BATTLESHIP,298584,08," 703H",0,0,0,0
BATTLESHIP,298591,08," 803H",0,0,0,0
BATTLESHIP,298600,08," 704H",0,0,0,0
BATTLESHIP,298602,08," 801H",0,0,0,0
BATTLESHIP,298603,08," 802H",0,0,0,0
BATTLESHIP,299489,08," 807H",0,0,0,0
BATTLESHIP,299505,08," 707H",0,0,0,0
BATTLESHIP,299506,08," 804H",0,0,0,0
BATTLESHIP,299507,08," 806H",0,0,0,0
BATTLESHIP,299520,08," 708H",0,0,0,0
BATTLESHIP,299525,08," 705H",0,0,0,0
BATTLESHIP,299561,08," 706H",0,0,0,0
BATTLESHIP,299594,08," 805H",0,0,0,0
BAXTER,300562,08," 4321UH",0,0,1123403,191069
BAXTER,300696,08," 4334UH",0,0,947875,206097
"BAXTER SPRINGS 54-4-33",283394,08," 1H",0,0,1897985,138974
"BAYER '13'",46894,08," ",32861,28190,0,0
"BEANS STATION 53-4-5",282883,08," 1H",0,0,437530,131061
"BEANZ STATE UNIT 159-158W",53818,08," ",404674,1208937,0,0
"BEAR CLAW STATE 29-28 UNIT",53044,08," ",2450181,5942330,0,0
"BEARTOOTH C20-11 WD",45094,08," ",0,0,0,0
"BEAVER 57-1-16 UNIT",287699,08," 2H",0,0,1862281,355233
"BEAVER 57-1-16 UNIT",287737,08," 1H",0,0,1998329,484661
"BEAVER 57-1-16 UNIT",292723,08," 13H",0,0,1531974,363956
"BEAVER 57-1-16 UNIT",292765,08," 14H",0,0,1741049,345266
"BEAVER SWD",52116,08," ",0,0,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",94759,388708,0,0
"BECKEN -II-",23270,08," ",0,0,0,0
"BECKEN 11",195544,08," 1",0,0,151910,1
"BECKER 6-29 UNIT A",290251,08," 3H",0,0,1495207,447283
"BECKER 6-29 UNIT A",290266,08," 2H",0,0,1388964,335460
"BECKER 6-29 UNIT A",290933,08," 1H",0,0,743216,219684
"BECKER 6-29 UNIT A",47995,08," ",0,0,0,0
"BECKER 6-30 UNIT B",283132,08," 1H",0,0,1646016,297337
"BECKER 6-30 UNIT B",290213,08," 2H",0,0,1725569,472438
"BECKER 6-30 UNIT B",290890,08," 3H",0,0,1298619,296684
"BECKER 6-30 UNIT B",54892,08," ",0,0,0,0
"BECKHAM -9-",32051,08," ",0,0,0,0
"BECKHAM -9A-",40334,08," ",0,0,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,4130,5333
"BECKHAM, AGNES ""26""",115055,08," 1",0,0,0,0
"BEDFORD SIZZLER 7",298930,08," W101AP",0,0,715885,116706
"BEDFORD SIZZLER 7",299117,08," W101CN",0,0,593441,98809
"BEDFORD SIZZLER 7/18 A",298872,08," W102AP",0,0,1001579,122175
"BEDFORD SIZZLER 7/18 B",298874,08," W102BO",0,0,1305809,148410
